"","unique_fish_id","est_standard_length","est_height_anus","region","year","station","sampling_date","bu_date","open_water_day","NASC_zoo","surf_sal_kgm3","surf_temp_degC","prof_mel","indstandard","carbon_mg","fish_WW","feeding_success","prey_range_um","prey_min_um","prey_max_um","prey_median_um","fish_cond","appendicularia","bivalve larvae","calanoid sp c","calanus glacialis c","calanus hyperboreus c","calanus sp c","calanus sp n","cyclopoidae sp c","egg","limacina helicina","other","other copepodite n","other copepodite sp","pseudocalanus sp c","pseudocalanus sp n"
"89","2011-248",17.14,2.71,"Coronation Maud",2011,"314","2011-08-10","2011-07-18",23,0.249010208998549,25.8585,4.50483333333333,4,0.00515075,0.0257415998109133,30.6801301478886,0.000839031636659626,1296,155,1451,378.5,0.459391282789776,0,0,2,0,0,0,5,0,14,0,0,0,0,5,0
"90","2011-249",23.13,4,"Coronation Maud",2011,"314","2011-08-10","2011-07-18",23,0.249010208998549,25.8585,4.50483333333333,4,0.00515075,0.0510898001982086,79.8147133119992,0.000640105039261324,142,168,310,247,0.846373577156346,0,0,6,0,0,0,0,0,55,0,0,0,0,14,0
"91","2011-250",16,2.42,"Coronation Maud",2011,"314","2011-08-10","2011-07-18",23,0.249010208998549,25.8585,4.50483333333333,4,0.00515075,0.0270501899440285,24.6323265956393,0.00109815813942712,863,103,966,269.5,0.341251079855237,0,0,2,0,0,0,2,0,25,0,0,0,0,7,3
"92","2011-251",16.14,2.29,"Coronation Maud",2011,"314","2011-08-10","2011-07-18",23,0.249010208998549,25.8585,4.50483333333333,4,0.00515075,0.0085737029253752,25.3264868723206,0.0003385271304543,472,103,575,269.5,0.190145490741935,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1
"93","2011-252",17.14,2.42,"Coronation Maud",2011,"314","2011-08-10","2011-07-18",23,0.249010208998549,25.8585,4.50483333333333,4,0.00515075,0.0257619574425176,30.6801301478886,0.00083969518115915,758,212,970,401,0.169391282789776,0,1,1,0,0,0,1,0,32,0,0,0,0,8,0
"94","2011-253",12.86,1.85,"Coronation Maud",2011,"314","2011-08-10","2011-07-18",23,0.249010208998549,25.8585,4.50483333333333,4,0.00515075,0.00312194928777614,12.2699100595955,0.000254439459834073,950,72,1022,292.5,0.244619292825016,0,7,0,0,0,0,0,0,0,0,1,5,7,0,6
"95","2011-254",12.14,1.86,"Coronation Maud",2011,"314","2011-08-10","2011-07-18",23,0.249010208998549,25.8585,4.50483333333333,4,0.00515075,0.00622079321443887,10.2098720651608,0.000609291984731727,314,181,495,428.5,0.36316232255057,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"96","2014-121",21.248,3.154,"North Water",2014,"108","2014-08-01","2014-05-19",74,4.98640854203936,32.4803,3.6385,11,0.03944024,0.0679561409034491,60.8845770599432,0.0011161470471667,871,91,962,215.5,0.284092996522309,0,0,0,2,0,0,9,5,11,1,0,1,0,1,8
"97","2014-122",20.916,2.822,"North Water",2014,"108","2014-08-01","2014-05-19",74,4.98640854203936,32.4803,3.6385,11,0.03944024,0.0826235768498459,57.9014619406538,0.0014269687514027,261,114,375,212,0.00214339356242563,0,0,1,8,2,3,4,8,9,1,0,1,0,10,0
"98","2014-123",18.924,2.49,"North Water",2014,"108","2014-08-01","2014-05-19",74,4.98640854203936,32.4803,3.6385,11,0.03944024,0.0478391551115631,42.0759534636831,0.00113697138563608,470,52,522,233,-0.0295542241968741,0,0,3,1,0,0,17,24,34,1,1,4,0,9,16
"99","2014-124",19.256,2.822,"North Water",2014,"108","2014-08-01","2014-05-19",74,4.98640854203936,32.4803,3.6385,11,0.03944024,0.0177385706807942,44.4762820801432,0.000398832138190654,324,114,438,228.5,0.252395378763009,0,0,0,0,0,0,0,5,10,3,1,3,0,0,2
"100","2014-147",23.24,3.32,"North Water",2014,"105","2014-08-01","2014-05-19",74,4.98640854203936,32.5150714285714,4.18992857142857,15,0.053806338,0.495126823400069,81.0318817120814,0.00611027182065609,258,220,478,362,0.149790614281609,0,5,9,7,2,1,1,8,3,0,0,0,0,6,1
"101","2014-148",20.584,2.988,"North Water",2014,"105","2014-08-01","2014-05-19",74,4.98640854203936,32.5150714285714,4.18992857142857,15,0.053806338,0.187358221100808,55.0202635065643,0.00340525852040776,983,116,1099,310,0.218193790602542,0,0,0,3,1,5,0,0,10,0,0,1,1,3,0
"102","2014-149",19.588,2.656,"North Water",2014,"105","2014-08-01","2014-05-19",74,4.98640854203936,32.5150714285714,4.18992857142857,15,0.053806338,0.0359476639310122,46.9689761825055,0.000765349105999922,489,114,603,248,0.0363449817228922,0,0,1,0,0,0,1,1,10,0,0,0,4,0,0
"103","2014-150",19.588,2.822,"North Water",2014,"105","2014-08-01","2014-05-19",74,4.98640854203936,32.5150714285714,4.18992857142857,15,0.053806338,0.127192643896283,46.9689761825055,0.0027080139750557,354,115,469,216,0.202344981722892,0,0,0,0,5,0,1,0,1,0,0,0,1,0,0
"104","2014-151",18.426,2.49,"North Water",2014,"105","2014-08-01","2014-05-19",74,4.98640854203936,32.5150714285714,4.18992857142857,15,0.053806338,0.0567188251313156,38.6445089070702,0.00146770723022278,427,62,489,250,0.045521371363301,0,1,0,7,2,0,9,4,7,1,1,3,0,6,4
"105","2014-152",18.758,2.49,"North Water",2014,"105","2014-08-01","2014-05-19",74,4.98640854203936,32.5150714285714,4.18992857142857,15,0.053806338,0.0445839053527074,40.9098347338682,0.00108980898218583,237,155,392,155,-0.00452902567681578,0,1,1,0,0,0,2,1,5,1,0,0,0,14,1
"106","2014-173",12.948,1.66,"North Water",2014,"101","2014-08-01","2014-05-19",74,4.98640854203936,30.42525,2.274,9,0.023692091,0.0127518003067984,12.5397613965021,0.00101690932575124,2097,243,2340,1003,0.0413529225252253,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0
"107","2014-175",15.106,1.992,"North Water",2014,"101","2014-08-01","2014-05-19",74,4.98640854203936,30.42525,2.274,9,0.023692091,0.010754080496456,20.5045164452373,0.000524473743391004,1029,178,1207,481,0.0480253417644672,0,0,0,0,0,0,6,0,1,0,0,0,2,0,3
"108","2014-177",13.114,1.826,"North Water",2014,"101","2014-08-01","2014-05-19",74,4.98640854203936,30.42525,2.274,9,0.023692091,0.0146686831772126,13.0598416616934,0.00112318997099622,1815,172,1987,355,0.182327724005167,0,0,0,0,0,0,6,0,1,0,1,1,1,3,8
"109","2014-178",15.438,2.324,"North Water",2014,"101","2014-08-02","2014-05-19",75,4.98640854203936,31.4836666666667,1.23966666666667,7,0.023692091,0.079933283562128,21.9769842140714,0.00363713614131591,753,62,815,310,0.32997494472435,0,1,3,1,7,0,4,2,0,0,0,0,0,2,1
"110","2014-179",24.734,3.32,"North Water",2014,"101","2014-08-06","2014-05-19",79,4.98640854203936,30.9544583333333,1.75683333333333,8,0.023692091,0.0457009785749791,98.8488648962664,0.000462331849970543,1740,83,1823,364.5,-0.0754361723989166,0,2,0,9,1,0,2,3,4,0,3,0,0,0,1
"111","2014-207",10.458,1.328,"North Water",2014,"120","2014-08-06","2014-05-19",79,4.98640854203936,29.775,2.206875,9,0.029764409,0.00507391851062918,6.34459410121747,0.000799723107527956,816,130,946,220,0.0847309003261006,0,0,0,0,0,0,1,3,0,0,0,3,0,2,2
"112","2014-208",9.794,0.996,"North Water",2014,"120","2014-08-06","2014-05-19",79,4.98640854203936,29.775,2.206875,9,0.029764409,0.00216624756972015,5.14665915574261,0.000420903639461545,268,146,414,260,-0.147168305593666,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2
"113","2014-213",10.292,1.328,"North Water",2014,"120","2014-08-06","2014-05-19",79,4.98640854203936,29.775,2.206875,9,0.029764409,0.00863008334575649,6.02888472227126,0.00143145602268296,624,61,685,242.5,0.109756098846159,0,0,1,2,0,0,1,0,0,0,1,0,0,6,0
"114","2014-234",10.458,0.83,"Peel Sound",2014,"309","2014-08-10","2014-09-01",-22,0.117005313840156,30.4663461538462,-1.01840384615385,53,0.065791876,0.000664779179964552,6.34459410121747,0.000104778835235021,452,78,530,282,-0.413269099673899,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4
"115","2014-236",11.454,1.162,"Peel Sound",2014,"309","2014-08-10","2014-09-01",-22,0.117005313840156,30.4663461538462,-1.01840384615385,53,0.065791876,0.000456437820498882,8.48078571139297,0.0000538202279873326,1531,552,2083,1490,-0.23142029079425,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"116","2014-237",14.276,1.494,"Peel Sound",2014,"309","2014-08-10","2014-09-01",-22,0.117005313840156,30.4663461538462,-1.01840384615385,53,0.065791876,0.00423163699096122,17.122120525952,0.000247144445955005,2375,333,2708,555,-0.324848665635241,0,0,0,0,0,0,2,0,4,0,0,3,0,3,9
"117","2014-238",12.118,1.162,"Peel Sound",2014,"309","2014-08-10","2014-09-01",-22,0.117005313840156,30.4663461538462,-1.01840384615385,53,0.065791876,0.00199332750271176,10.1509669580701,0.000196368238705284,1396,62,1458,458,-0.331521084874483,0,0,0,0,0,0,0,5,0,0,0,1,2,1,4
"118","2014-239",13.778,1.328,"Peel Sound",2014,"309","2014-08-10","2014-09-01",-22,0.117005313840156,30.4663461538462,-1.01840384615385,53,0.065791876,0.00539085240616661,15.2885608111985,0.0003526069244018,711,130,841,313,-0.415773070075066,0,0,0,0,0,0,6,3,1,0,0,2,0,7,10
"119","2014-260",15.106,1.826,"Peel Sound",2014,"310","2014-08-11","2014-09-01",-21,0.117005313840156,30.2813684210526,-1.05109064327485,67,0.055833306,0.0213891135764162,20.5045164452373,0.00104314157485944,232,156,388,259,-0.117974658235533,0,0,0,0,0,0,17,7,4,0,0,2,2,6,24
"120","2014-261",12.948,1.162,"Peel Sound",2014,"310","2014-08-11","2014-09-01",-21,0.117005313840156,30.2813684210526,-1.05109064327485,67,0.055833306,0.0120147328776875,12.5397613965021,0.000958130900404447,269,155,424,292.5,-0.456647077474775,0,0,0,0,0,0,11,1,0,0,0,8,0,1,20
"121","2014-262",11.288,0.996,"Peel Sound",2014,"310","2014-08-11","2014-09-01",-21,0.117005313840156,30.2813684210526,-1.05109064327485,67,0.055833306,0.00837323804298797,8.09488944631961,0.00103438571934975,666,84,750,343,-0.372395092274191,0,0,0,0,0,1,4,1,1,0,0,5,0,3,14
"122","2014-263",12.45,1.328,"Peel Sound",2014,"310","2014-08-11","2014-09-01",-21,0.117005313840156,30.2813684210526,-1.05109064327485,67,0.055833306,0.0168077656810883,11.0650382757777,0.00151899751832597,527,181,708,323,-0.215571481914599,0,0,0,0,0,0,19,0,4,0,0,10,1,5,15
"123","2014-264",11.288,1.162,"Peel Sound",2014,"310","2014-08-11","2014-09-01",-21,0.117005313840156,30.2813684210526,-1.05109064327485,67,0.055833306,0.016779669487278,8.09488944631961,0.00207287197664039,310,168,478,261,-0.206395092274191,0,0,0,0,0,0,19,0,1,0,0,18,5,0,20
"124","2014-309",23,3.5,"Mackenzie Shelf",2014,"434","2014-08-23","2014-06-23",61,4.49090140486504,30.7277333333333,5.26095,6.5,0.005448571,0.146446858691878,78.3924948955801,0.00186812345859062,1091,195,1286,555,0.365971624190127,1,1,16,6,0,2,1,12,168,0,128,0,1,24,2
"125","2014-310",43,5,"Mackenzie Shelf",2014,"434","2014-08-23","2014-06-23",61,4.49090140486504,30.7277333333333,5.26095,6.5,0.005448571,0.260703080618481,576.935234312912,0.000451875817445887,657,165,822,284,-1.14911253485305,0,2,0,6,0,0,1,0,0,0,1,0,12,0,0
"126","2014-312",46,7,"Mackenzie Shelf",2014,"434","2014-08-23","2014-06-23",61,4.49090140486504,30.7277333333333,5.26095,6.5,0.005448571,0.769682035263162,715.418510186227,0.0010758486456589,689,256,945,506,0.398624841290479,0,0,2,9,6,8,1,1,4,0,0,1,0,6,0
"127","2014-315",36,4.5,"Mackenzie Shelf",2014,"434","2014-08-23","2014-06-23",61,4.49090140486504,30.7277333333333,5.26095,6.5,0.005448571,0.463592681477981,327.316325396435,0.00141634451296156,121,144,265,175,-0.593833079187935,0,5,1,1,5,10,0,1,1,0,0,0,0,4,0
"128","2014-316",42,5.5,"Mackenzie Shelf",2014,"434","2014-08-23","2014-06-23",61,4.49090140486504,30.7277333333333,5.26095,6.5,0.005448571,1.05870394680828,535.214567859161,0.00197809254528153,117,129,246,143,-0.498358326900887,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0
"129","2014-317",41,5,"Mackenzie Shelf",2014,"434","2014-08-23","2014-06-23",61,4.49090140486504,30.7277333333333,5.26095,6.5,0.005448571,0.394475632066662,495.613573985548,0.000795933874236797,2459,297,2756,925,-0.847604118948728,0,26,0,16,0,0,0,0,2,1,3,0,1,4,0
"130","2014-318",40,5,"Mackenzie Shelf",2014,"434","2014-08-23","2014-06-23",61,4.49090140486504,30.7277333333333,5.26095,6.5,0.005448571,0.87286732030978,458.072333115561,0.00190552289934869,124,132,256,176,-0.69684991099657,0,1,3,2,3,1,0,0,2,0,1,0,0,3,0
"131","2014-321",31,4,"Mackenzie Shelf",2014,"434","2014-08-23","2014-06-23",61,4.49090140486504,30.7277333333333,5.26095,6.5,0.005448571,0.179005012234379,203.145166196972,0.00088116796272087,662,129,791,406,-0.340062039427142,1,0,30,5,0,4,0,12,34,1,10,0,0,21,1
"132","2014-322",22,3,"Mackenzie Shelf",2014,"421","2014-08-24","2014-06-23",62,4.49090140486504,26.731375,0.106125,9,0.001690748,0.134718830419578,68.0285229108155,0.00198032861298771,281,181,462,227,0.0167258321422856,0,0,0,19,5,3,30,9,1,0,0,4,3,7,11
"133","2014-324",30,4.5,"Mackenzie Shelf",2014,"421","2014-08-24","2014-06-23",62,4.49090140486504,26.731375,0.106125,9,0.001690748,0.0288353813382653,182.969833152152,0.000157596368983333,906,154,1060,349,0.310692168525017,0,0,0,6,0,0,9,4,1,0,0,4,4,3,0
"134","2014-BulkA",21.2059996968715,2.94956546464184,"North Water",2014,"105","2014-08-01","2014-05-19",74,4.98640854203936,32.5150714285714,4.18992857142857,15,0.053806338,0.26204406928961,60.5014947894111,0.00433119991831131,99,185,284,220.5,0.0859901835960362,0,0,0,1,2,2,0,0,0,0,0,0,0,5,0
"135","2014-BulkB",21.1886120886516,2.68831456222818,"North Water",2014,"105","2014-08-01","2014-05-19",74,4.98640854203936,32.5150714285714,4.18992857142857,15,0.053806338,0.017669386435539,60.3433889496747,0.000292813955979087,322,168,490,240,-0.17263946371225,0,1,0,2,0,0,5,0,3,1,1,0,0,0,0
"136","2014-BulkC",17.4809603358791,2.37012436057051,"North Water",2014,"105","2014-08-01","2014-05-19",74,4.98640854203936,32.5150714285714,4.18992857142857,15,0.053806338,0.0622649783763188,32.669760921482,0.00190589023672275,1979,104,2083,336,0.0681144379817308,0,1,0,2,5,1,0,0,4,2,0,0,0,4,1
"137","2014-BulkD",16.4377038426852,2.33663065513286,"North Water",2014,"105","2014-08-01","2014-05-19",74,4.98640854203936,32.5150714285714,4.18992857142857,15,0.053806338,0.0608241520405784,26.8470123659353,0.00226558364154348,1360,42,1402,215.5,0.191896038866474,0,2,0,0,1,4,1,0,0,0,0,0,0,3,0
"138","2014-BulkE",19.1225551119342,2.63025880613625,"North Water",2014,"105","2014-08-01","2014-05-19",74,4.98640854203936,32.5150714285714,4.18992857142857,15,0.053806338,0.216629618129984,43.5004929347948,0.00497993478958276,1829,220,2049,677,0.0807715633048831,0,0,0,12,5,0,1,2,3,3,0,0,0,11,0
"139","2014-BulkF",8.34019241463021,0.626218764116923,"Peel Sound",2014,"309","2014-08-10","2014-09-01",-22,0.117005313840156,30.4663461538462,-1.01840384615385,53,0.065791876,0.0015495149174022,3.08257998065209,0.000502668195838479,3221,911,4132,1484,-0.29778193042948,0,0,0,0,0,0,1,2,2,0,0,0,0,0,5
"140","2015-104",20.714,2.571,"Lancaster Sound",2015,"CAA-2","2015-08-10","2015-05-18",84,13.5694351274854,32.531,4.54716666666667,7.5,0.111796982,0.0390018525459572,56.1364260833532,0.000694769070051699,892,238,1130,379.5,-0.218404256431238,8,3,0,0,0,0,12,25,11,0,0,2,1,0,13
"141","2015-119",20,2.714,"Lancaster Sound",2015,"CAA-2","2015-08-10","2015-05-18",84,13.5694351274854,32.531,4.54716666666667,7.5,0.111796982,0.141395506053362,50.1936034982106,0.0028170024903353,426,88,514,256,0.0322342480466028,0,0,7,2,0,0,16,11,3,2,3,1,1,10,6
"142","2015-128",25,3.429,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-18",85,13.5694351274854,31.5715238095238,3.36728571428571,22,0.076520325,0.542677291207318,102.280140787903,0.00530579335369378,729,135,864,282,-0.00653679171419046,0,0,0,14,2,1,2,0,0,0,0,1,0,30,0
"143","2015-129",20.857,2.857,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-18",85,13.5694351274854,31.5715238095238,3.36728571428571,22,0.076520325,0.14368418944517,57.3820504195535,0.00250399189981208,896,196,1092,433.5,0.0460378918316033,0,1,0,3,0,9,33,13,0,0,2,5,0,27,33
"144","2015-133",11.857,1.714,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-18",85,13.5694351274854,31.5715238095238,3.36728571428571,22,0.076520325,0.059145059432263,9.46983397159397,0.00624562791804761,650,142,792,417,0.259825763401031,0,0,0,1,0,0,15,1,3,0,0,0,0,21,5
"145","2015-135",12.143,1.714,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-18",85,13.5694351274854,31.5715238095238,3.36728571428571,22,0.076520325,0.0542440326541885,10.2179227173431,0.0053087143203891,583,63,646,272,0.216710059926713,0,1,0,1,0,0,19,0,1,5,1,0,0,17,10
"146","2015-140",25.571,2.751,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-18",85,13.5694351274854,31.5715238095238,3.36728571428571,22,0.076520325,0.473472054258981,109.920296578164,0.00430741245246091,546,142,688,271,-0.770617444454873,0,0,0,14,0,0,4,0,0,0,0,0,0,53,0
"147","2015-141",11.429,1.714,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-18",85,13.5694351274854,31.5715238095238,3.36728571428571,22,0.076520325,0.0740900300803394,8.42187811540722,0.00879732870329683,520,88,608,295,0.324348564404554,0,5,0,2,0,0,20,5,2,0,0,0,0,36,10
"148","2015-142",10.857,1.571,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-18",85,13.5694351274854,31.5715238095238,3.36728571428571,22,0.076520325,0.0128987160274765,7.14952307478571,0.00180413656862883,422,116,538,362,0.267579971353189,0,16,0,0,0,0,8,1,6,0,1,0,0,0,2
"149","2015-146",15.857,2.143,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-18",85,13.5694351274854,31.5715238095238,3.36728571428571,22,0.076520325,0.026736464032625,23.936892150291,0.00111695636445853,4785,104,4889,297,0.0858089315923959,0,0,0,0,0,0,20,3,4,0,0,0,0,6,7
"150","2015-148",15.714,2.143,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-18",85,13.5694351274854,31.5715238095238,3.36728571428571,22,0.076520325,0.0237237623155164,23.255057527719,0.00102015496144177,285,103,388,272,0.107366783329555,2,2,0,2,0,0,3,2,5,0,0,2,1,7,5
"151","2015-150",21.571,3.143,"Lancaster Sound",2015,"CAA-3","2015-08-11","2015-05-18",85,13.5694351274854,31.5715238095238,3.36728571428571,22,0.076520325,0.0625636850678095,63.8864680548311,0.000979294786090127,851,212,1063,310,0.224399387353761,0,0,1,1,0,0,10,3,4,0,2,0,0,5,2
"152","2015-151",10.286,1,"Lancaster Sound",2015,"CAA-5","2015-08-13","2015-05-18",87,13.5694351274854,31.1706976190476,3.29104821428571,17.6666666666667,0.221700732,0.00150341811032016,6.01767997990355,0.000249833509814567,373,148,521,304,-0.217339375906128,0,3,0,0,0,0,0,0,5,0,0,0,0,0,2
"153","2015-159",14.714,2.143,"Lancaster Sound",2015,"CAA-5","2015-08-13","2015-05-18",87,13.5694351274854,31.1706976190476,3.29104821428571,17.6666666666667,0.221700732,0.025419046609373,18.8548806386915,0.00134814147575198,2625,162,2787,191,0.258120991281713,3,1,0,0,0,0,14,1,4,0,0,1,1,0,2
"154","2015-161",17.143,2.429,"Lancaster Sound",2015,"CAA-5","2015-08-13","2015-05-18",87,13.5694351274854,31.1706976190476,3.29104821428571,17.6666666666667,0.221700732,0.123409364995747,30.6972634688685,0.00402020737519166,653,162,815,194,0.17793902016592,1,1,3,0,0,1,10,7,4,0,0,1,0,3,4
"155","2015-163",26.751,4,"Lancaster Sound",2015,"CAA-5","2015-08-13","2015-05-18",87,13.5694351274854,31.1706976190476,3.29104821428571,17.6666666666667,0.221700732,0.930764058806519,126.933822206183,0.00733267180196189,406,77,483,180,0.30049259016158,0,0,1,5,4,3,9,2,142,0,1,0,0,2,0
"156","2015-176",17.429,2.429,"Lancaster Sound",2015,"CAA-4","2015-08-13","2015-05-18",87,13.5694351274854,28.8197601010101,0.396288277511962,21.5,0.102265128,0.165451528498938,32.360995158703,0.00511268357748393,1174,38,1212,247,0.134823316691603,0,0,7,1,4,6,11,3,24,0,5,1,0,16,18
"157","2015-18",17.571,2.286,"West Baffin Bay",2015,"BB-3","2015-08-06","2015-07-06",31,12.9825672024422,31.469048951049,3.0884965034965,13,0.065567591,0.0649162075979363,33.209585625588,0.00195474307718908,1447,246,1693,549,-0.029583780837604,0,0,4,5,0,3,7,1,2,0,0,0,0,2,3
"158","2015-182",12.143,1.143,"Lancaster Sound",2015,"CAA-4","2015-08-13","2015-05-18",87,13.5694351274854,28.8197601010101,0.396288277511962,21.5,0.102265128,0.00727498673048469,10.2179227173431,0.000711982947193042,193,91,284,240,-0.354289940073287,0,0,0,0,0,0,1,0,17,0,0,3,0,3,6
"159","2015-189",9.571,0.857,"Lancaster Sound",2015,"CAA-4","2015-08-13","2015-05-18",87,13.5694351274854,28.8197601010101,0.396288277511962,21.5,0.102265128,0.00793780754932025,4.78207659822662,0.00165990807262767,1023,71,1094,282,-0.252550117220335,0,0,0,0,0,0,4,0,5,0,0,1,2,2,13
"160","2015-195",11.429,1.143,"Lancaster Sound",2015,"CAA-4","2015-08-13","2015-05-18",87,13.5694351274854,28.8197601010101,0.396288277511962,21.5,0.102265128,0.0199513741866269,8.42187811540722,0.0023689934612242,2402,98,2500,284,-0.246651435595446,0,0,0,0,0,0,8,0,18,0,0,2,5,0,9
"161","2015-2",15.857,2,"West Baffin Bay",2015,"BB-3","2015-08-06","2015-07-06",31,12.9825672024422,31.469048951049,3.0884965034965,13,0.065567591,0.0287744329143074,23.936892150291,0.00120209560763541,2037,505,2542,1195.5,-0.0571910684076039,0,0,1,0,0,0,12,2,20,1,0,0,0,1,9
"162","2015-22",11.714,1.429,"West Baffin Bay",2015,"BB-3","2015-08-06","2015-07-06",31,12.9825672024422,31.469048951049,3.0884965034965,13,0.065567591,0.0158363012684407,9.11029290738049,0.00173828673012382,155,168,323,220,-0.00361638486181073,0,3,0,0,0,0,2,0,35,1,0,0,0,0,2
"163","2015-226",10.714,1.143,"Peel Sound",2015,"CAA-7","2015-08-15","2015-08-10",5,0.934012188769415,29.1391666666667,0.597166666666667,5.5,0.344961225,0.0058482770248354,6.85343704260985,0.000853334901666846,466,181,647,290.5,-0.138862176909652,0,0,0,0,0,0,4,0,6,0,0,3,1,0,10
"164","2015-228",9.571,0.857,"Peel Sound",2015,"CAA-7","2015-08-15","2015-08-10",5,0.934012188769415,29.1391666666667,0.597166666666667,5.5,0.344961225,0.00664209472350217,4.78207659822662,0.00138895615473104,776,168,944,336,-0.252550117220335,0,0,0,0,0,0,3,0,2,0,0,17,0,0,5
"165","2015-230",10.571,1.286,"Peel Sound",2015,"CAA-7","2015-08-15","2015-08-10",5,0.934012188769415,29.1391666666667,0.597166666666667,5.5,0.344961225,0.0039744335734872,6.56588031208381,0.000605316177660544,708,116,824,259,0.0256956748275066,0,0,0,0,0,0,4,0,4,0,0,0,1,0,3
"166","2015-233",11.571,1.429,"Peel Sound",2015,"CAA-7","2015-08-15","2015-08-10",5,0.934012188769415,29.1391666666667,0.597166666666667,5.5,0.344961225,0.0106960169904882,8.76023668281874,0.00122097351678477,388,168,556,310,0.017941466875348,1,0,0,0,0,0,8,0,6,0,0,0,0,0,0
"167","2015-234",11.286,1.429,"Peel Sound",2015,"CAA-7","2015-08-15","2015-08-10",5,0.934012188769415,29.1391666666667,0.597166666666667,5.5,0.344961225,0.00265251636735508,8.09031508632851,0.000327863172083058,103,181,284,194,0.0609064161417133,0,0,0,0,0,0,1,0,1,0,0,6,0,0,8
"168","2015-241",13,1.429,"Peel Sound",2015,"CAA-7","2015-08-15","2015-08-10",5,0.934012188769415,29.1391666666667,0.597166666666667,5.5,0.344961225,0.0346902771705863,12.7011189500901,0.00273127724469821,233,155,388,271.5,-0.197486296288287,0,0,1,0,0,1,21,0,2,0,0,2,2,7,30
"169","2015-242",10.857,0.857,"Peel Sound",2015,"CAA-7","2015-08-15","2015-08-10",5,0.934012188769415,29.1391666666667,0.597166666666667,5.5,0.344961225,0.00387461093497207,7.14952307478571,0.00054193977618405,725,116,841,323,-0.446420028646811,0,0,0,0,0,0,1,0,3,0,0,9,0,0,12
"170","2015-246",12.714,1.429,"Peel Sound",2015,"CAA-7","2015-08-15","2015-08-10",5,0.934012188769415,29.1391666666667,0.597166666666667,5.5,0.344961225,0.00936987126812805,11.8310402027084,0.000791973580309793,233,220,453,297,-0.154370592813969,0,0,0,0,0,0,7,2,2,0,0,2,1,0,2
"171","2015-248",12,1.286,"Peel Sound",2015,"CAA-7","2015-08-15","2015-08-10",5,0.934012188769415,29.1391666666667,0.597166666666667,5.5,0.344961225,0.0138181550623186,9.83899782093243,0.00140442708838907,336,155,491,239.5,-0.189732088336128,0,0,0,0,0,0,8,0,4,0,0,0,1,4,25
"172","2015-25",12.857,1.571,"West Baffin Bay",2015,"BB-3","2015-08-06","2015-07-06",31,12.9825672024422,31.469048951049,3.0884965034965,13,0.065567591,0.0237919029042127,12.2607815178284,0.00194048828531989,363,106,469,233,-0.0339284445511281,0,2,0,0,0,0,1,0,29,10,0,0,0,2,5
"173","2015-264",27.286,3.857,"Amundsen Gulf Mouth",2015,"407","2015-08-24","2015-05-11",105,2.07350592161339,29.037,4.71781818181818,12,0.002039651,0.172066321290882,135.210646733358,0.00127257967806488,284,91,375,189.5,0.0768390889071752,5,0,1,12,0,0,44,165,25,0,0,2,1,15,12
"174","2015-265",26.429,3.857,"Amundsen Gulf Mouth",2015,"407","2015-08-24","2015-05-11",105,2.07350592161339,29.037,4.71781818181818,12,0.002039651,0.418899011914666,122.123775220401,0.00343011842828036,399,33,432,265,0.206035445122176,24,2,6,0,0,0,76,254,69,18,0,2,0,29,81
"175","2015-266",26.857,3.714,"Amundsen Gulf Mouth",2015,"407","2015-08-24","2015-05-11",105,2.07350592161339,29.037,4.71781818181818,12,0.002039651,0.42907400853209,128.545273263086,0.00333792132250503,453,71,524,216,-0.00148735588134873,8,2,5,16,0,0,206,140,22,14,0,22,2,37,81
"176","2015-267",37,6,"Amundsen Gulf Mouth",2015,"407","2015-08-24","2015-05-11",105,2.07350592161339,29.037,4.71781818181818,12,0.002039651,0.511408814587485,357.212122830789,0.00143166701772252,277,134,411,226,0.755412712859906,0,0,1,18,2,3,117,89,22,0,9,5,5,21,34
"177","2015-268",36,5,"Amundsen Gulf Mouth",2015,"407","2015-08-24","2015-05-11",105,2.07350592161339,29.037,4.71781818181818,12,0.002039651,0.307105735171054,327.316325396435,0.000938253644388489,256,141,397,247,-0.0938330791879348,7,2,6,4,0,2,43,103,72,11,5,3,0,33,29
"178","2015-269",38,6,"Amundsen Gulf Mouth",2015,"407","2015-08-24","2015-05-11",105,2.07350592161339,29.037,4.71781818181818,12,0.002039651,1.39163194915095,388.930823083688,0.00357809632601812,128,144,272,259,0.604658504907748,1,1,4,10,5,1,56,232,34,32,1,1,1,58,27
